Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-28 00:00:00+05:30,2605.4718220730183,2628.0894951624205,2589.9285116761166,2601.685546875,435022,0.0,0.0
2025-04-01 00:00:00+05:30,2601.93453000433,2622.4599598188715,2586.789673112444,2609.507080078125,317974,0.0,0.0
2025-04-02 00:00:00+05:30,2609.5070516658106,2623.8547594586,2591.622162715805,2607.01611328125,413523,0.0,0.0
2025-04-03 00:00:00+05:30,2585.693913342194,2654.344081511431,2585.693913342194,2642.287841796875,298330,0.0,0.0
2025-04-04 00:00:00+05:30,2625.548776718731,2642.2876879599435,2600.639393019664,2607.41455078125,290533,0.0,0.0
2025-04-07 00:00:00+05:30,2540.7572718213023,2550.7210258284445,2456.563550460949,2500.005615234375,974267,0.0,0.0
2025-04-08 00:00:00+05:30,2540.757226634945,2590.5759957846494,2524.964579512205,2580.662109375,1296141,0.0,0.0
2025-04-09 00:00:00+05:30,2553.212031324452,2577.3741354257663,2520.2817748156403,2548.479248046875,494024,0.0,0.0
2025-04-11 00:00:00+05:30,2640.3946675359502,2650.3584209983496,2603.3295533069627,2641.64013671875,669041,0.0,0.0
2025-04-15 00:00:00+05:30,2665.3040316698493,2716.3184003725405,2660.3221549751397,2708.74609375,815058,0.0,0.0
2025-04-16 00:00:00+05:30,2680.249764490294,2712.13377655858,2672.477987897508,2693.00341796875,462016,0.0,0.0
2025-04-17 00:00:00+05:30,2691.209800079184,2761.952449396334,2677.160810447724,2750.693359375,1061496,0.0,0.0
2025-04-21 00:00:00+05:30,2745.014210616084,2777.197184495139,2725.086702735023,2746.9072265625,322964,0.0,0.0
2025-04-22 00:00:00+05:30,2740.331209952142,2762.052241520187,2727.7767830740354,2739.434326171875,211167,0.0,0.0
2025-04-23 00:00:00+05:30,2740.1319323804573,2753.8817175308445,2665.403781538356,2675.86572265625,603774,0.0,0.0
2025-04-24 00:00:00+05:30,2680.2497512479645,2726.3819796324815,2663.311369920375,2719.3076171875,562050,0.0,0.0
2025-04-25 00:00:00+05:30,2716.119299133947,2729.968819681246,2665.5033809318134,2724.887451171875,649356,0.0,0.0
2025-04-28 00:00:00+05:30,2725.0867118652845,2763.6463910931866,2713.4291683669485,2743.419921875,416635,0.0,0.0
2025-04-29 00:00:00+05:30,2743.1211264203444,2745.612064843502,2709.144629026193,2735.747802734375,890929,0.0,0.0
2025-04-30 00:00:00+05:30,2725.0866982377283,2740.928969674742,2709.044957117664,2727.57763671875,662477,0.0,0.0
2025-05-02 00:00:00+05:30,2715.7207627127523,2761.753255425702,2686.0287285064196,2714.12646484375,798849,0.0,0.0
2025-05-05 00:00:00+05:30,2720.104893357401,2762.949036366327,2708.4473496084415,2745.114013671875,661587,0.0,0.0
2025-05-06 00:00:00+05:30,2744.01791718616,2754.479859136216,2708.1484019288246,2718.8095703125,288396,0.0,0.0
2025-05-07 00:00:00+05:30,2689.217128998742,2717.4146006771766,2672.6772005214398,2690.11376953125,417883,0.0,0.0
2025-05-08 00:00:00+05:30,2675.267918716287,2699.778850581112,2666.7987279121576,2688.918212890625,966461,0.0,0.0
2025-05-09 00:00:00+05:30,2667.1972591444087,2674.2716219145022,2617.079770223536,2625.25,444671,0.0,0.0
2025-05-12 00:00:00+05:30,2661.4183334530558,2751.8890219462764,2661.4183334530558,2732.8583984375,498304,0.0,0.0
2025-05-13 00:00:00+05:30,2731.064808084122,2738.039435467044,2692.903583894996,2698.8818359375,313964,0.0,0.0
2025-05-14 00:00:00+05:30,2710.0412222148507,2737.0430915524685,2695.4942880311523,2727.278564453125,330652,0.0,0.0
2025-05-15 00:00:00+05:30,2724.3893055736244,2819.24419502694,2710.141088698808,2814.561279296875,1353535,0.0,0.0
2025-05-16 00:00:00+05:30,2834.688054234358,2834.688054234358,2765.0415100635405,2794.035888671875,700214,0.0,0.0
2025-05-19 00:00:00+05:30,2809.7786350900715,2809.878369932608,2711.137470241165,2717.11572265625,575525,0.0,0.0
2025-05-20 00:00:00+05:30,2744.017846995221,2744.017846995221,2700.3765558973137,2710.938232421875,520661,0.0,0.0
2025-05-21 00:00:00+05:30,2707.1518673976066,2739.9325196122113,2682.441709688144,2697.08837890625,304264,0.0,0.0
2025-05-22 00:00:00+05:30,2690.213599762377,2692.5053118503547,2638.701039855107,2664.90576171875,541069,0.0,0.0
2025-05-23 00:00:00+05:30,2665.304050747909,2736.9433408283485,2641.3910424421333,2649.760498046875,990691,0.0,0.0
2025-05-26 00:00:00+05:30,2662.813225430109,2686.8259695922115,2630.530760149068,2646.771484375,435977,0.0,0.0
2025-05-27 00:00:00+05:30,2646.3729030984346,2648.764106612208,2585.5940073570923,2604.724365234375,874537,0.0,0.0
2025-05-28 00:00:00+05:30,2611.300692778498,2611.300692778498,2560.7845087307483,2568.25732421875,849149,0.0,0.0
2025-05-29 00:00:00+05:30,2568.257229962957,2584.4979537562717,2542.9491498189773,2564.271728515625,616258,0.0,0.0
2025-05-30 00:00:00+05:30,2565.66662242509,2595.4581492045572,2526.8079823184576,2536.572509765625,1203864,0.0,0.0
2025-06-02 00:00:00+05:30,2536.771695203098,2540.358743841881,2501.8985572093397,2514.951171875,1209305,0.0,0.0
2025-06-03 00:00:00+05:30,2533.782606175446,2553.7101138921225,2502.994704055464,2543.1484375,1493898,0.0,0.0
2025-06-04 00:00:00+05:30,2547.0344267484415,2563.7735817454873,2532.586983771322,2540.458251953125,529006,0.0,0.0
2025-06-05 00:00:00+05:30,2545.8387706353456,2589.579551482382,2529.6972952558644,2545.14111328125,950620,0.0,0.0
2025-06-06 00:00:00+05:30,2550.521669360305,2568.7553869148664,2526.90762221849,2565.068603515625,414844,0.0,0.0
2025-06-09 00:00:00+05:30,2576.5269852354995,2605.421871114147,2565.367629685232,2599.045166015625,552351,0.0,0.0
2025-06-10 00:00:00+05:30,2700.1773211029818,2732.0613337506925,2656.9347262518095,2698.1845703125,2885229,0.0,0.0
2025-06-11 00:00:00+05:30,2698.2842609233203,2723.990551094583,2668.4924911405437,2712.3330078125,812149,0.0,0.0
2025-06-12 00:00:00+05:30,2708.2479122387717,2719.1083061556556,2666.3004130716504,2679.35302734375,545570,0.0,0.0
2025-06-13 00:00:00+05:30,2642.4872321419043,2677.9580495760943,2626.246264861041,2654.144775390625,538879,0.0,0.0
2025-06-16 00:00:00+05:30,2655.3404222480362,2704.1628165032535,2642.48727698109,2695.095703125,494993,0.0,0.0
2025-06-17 00:00:00+05:30,2695.095615595864,2696.4906870541317,2655.34033601004,2661.717041015625,241142,0.0,0.0
2025-06-18 00:00:00+05:30,2661.717135135404,2686.527028445161,2657.6321419659016,2665.70263671875,342289,0.0,0.0
2025-06-19 00:00:00+05:30,2670.2861255293665,2702.170138968523,2660.32237132963,2683.438232421875,609547,0.0,0.0
2025-06-20 00:00:00+05:30,2673.2752566194545,2722.9942928636865,2673.2752566194545,2702.76806640625,1232377,0.0,0.0
2025-06-23 00:00:00+05:30,2690.213588316889,2727.5776659324015,2668.3930642917153,2713.82763671875,728851,0.0,0.0
2025-06-24 00:00:00+05:30,2736.046907590018,2791.6447047639303,2727.378490073633,2770.8203125,1562447,0.0,0.0
2025-06-25 00:00:00+05:30,2781.78036450783,2832.695244430731,2776.400034683866,2821.535888671875,948185,0.0,0.0
2025-06-26 00:00:00+05:30,2829.7060194003434,2884.406929304076,2821.735016528793,2872.84912109375,1392932,0.0,0.0
2025-06-27 00:00:00+05:30,2885.5031402673217,2885.5031402673217,2834.0900726481195,2850.729736328125,678859,0.0,0.0
2025-06-30 00:00:00+05:30,2852.921602590555,2879.524775917615,2826.417920845572,2834.189697265625,447868,0.0,0.0
2025-07-01 00:00:00+05:30,2832.1970559629854,2859.5973792836476,2832.1970559629854,2837.77685546875,535639,0.0,0.0
2025-07-02 00:00:00+05:30,2859.597437834223,2868.4650817154643,2824.72429834844,2839.470703125,917118,0.0,0.0
2025-07-03 00:00:00+05:30,2838.075619180585,2839.570182294868,2800.612049735981,2807.387451171875,393434,0.0,0.0
2025-07-04 00:00:00+05:30,2807.3872783658976,2809.7784818992764,2775.602758805177,2795.7294921875,286779,0.0,0.0
2025-07-07 00:00:00+05:30,2799.8147567369933,2809.678775481579,2764.9416191975647,2769.02685546875,278677,0.0,0.0
2025-07-08 00:00:00+05:30,2769.923519973218,2831.0013786151353,2768.1299956616626,2810.57568359375,846061,0.0,0.0
2025-07-09 00:00:00+05:30,2802.8039102814805,2819.7422915380694,2783.4743254438904,2787.758544921875,659109,0.0,0.0
2025-07-10 00:00:00+05:30,2787.758668701544,2799.6156820610445,2758.9635165890872,2765.04150390625,780215,0.0,0.0
2025-07-11 00:00:00+05:30,2765.0413841691075,2797.3238488265692,2746.408970161852,2751.98876953125,476850,0.0,0.0
2025-07-14 00:00:00+05:30,2763.9454101403066,2798.8185497779814,2745.114012038249,2774.3076171875,2913912,0.0,0.0
2025-07-15 00:00:00+05:30,2778.8910155444805,2801.90738479337,2752.7860284812937,2768.52880859375,450965,0.0,0.0
2025-07-16 00:00:00+05:30,2773.9090121867043,2773.9090121867043,2748.003252733811,2752.38720703125,372782,0.0,0.0
2025-07-17 00:00:00+05:30,2751.9887306814676,2767.631775104802,2732.360184837885,2756.273193359375,720281,0.0,0.0
2025-07-18 00:00:00+05:30,2760.9563071943144,2763.945433474207,2706.6538464429286,2718.6103515625,797380,0.0,0.0
2025-07-21 00:00:00+05:30,2718.1121488703143,2741.526971267108,2703.3657439862964,2731.961669921875,616378,0.0,0.0
2025-07-22 00:00:00+05:30,2742.921787766093,2748.9997751112137,2707.6501953116067,2712.831298828125,664321,0.0,0.0
2025-07-23 00:00:00+05:30,2725.6847104866197,2726.0831633544135,2691.708211184922,2699.28076171875,373864,0.0,0.0
2025-07-24 00:00:00+05:30,2699.280731941219,2733.356722456091,2657.6321909760577,2725.9833984375,997645,0.0,0.0
2025-07-25 00:00:00+05:30,2725.086683619324,2725.9833241653973,2684.4345191759817,2698.782470703125,360857,0.0,0.0
2025-07-28 00:00:00+05:30,2694.298815626645,2744.516038469158,2687.2244529865015,2717.31494140625,547126,0.0,0.0
2025-07-29 00:00:00+05:30,2717.3148378212436,2740.0322447195135,2695.195353442285,2733.0576171875,743512,0.0,0.0
2025-07-30 00:00:00+05:30,2730.06863832974,2783.872910763976,2723.19374526543,2748.601318359375,772901,0.0,0.0
2025-07-31 00:00:00+05:30,2725.08673019562,2761.7533937174026,2717.8131410945953,2736.4453125,581498,0.0,0.0
2025-08-01 00:00:00+05:30,2738.039541239471,2756.4724857492706,2706.1555291144114,2712.3330078125,329586,0.0,0.0
2025-08-04 00:00:00+05:30,2720.1047673102034,2782.179001676885,2710.9381625330466,2777.6953125,570201,0.0,0.0
2025-08-05 00:00:00+05:30,2788.8548037060286,2814.6608298106676,2774.6065865329147,2787.061279296875,782631,0.0,0.0
2025-08-06 00:00:00+05:30,2789.8511367174237,2789.8511367174237,2748.0033696666624,2755.775146484375,393906,0.0,0.0
2025-08-07 00:00:00+05:30,2753.981596154899,2762.6500134540265,2708.945476880498,2733.755126953125,591589,0.0,0.0
2025-08-08 00:00:00+05:30,2733.7550040146966,2738.936107192788,2662.912862456895,2681.843994140625,1162918,0.0,0.0
2025-08-11 00:00:00+05:30,2716.1192500761476,2784.869150389887,2710.1409978749525,2748.89990234375,1236332,0.0,0.0
2025-08-12 00:00:00+05:30,2757.0,2761.89990234375,2705.10009765625,2740.39990234375,553341,10.0,0.0
2025-08-13 00:00:00+05:30,2760.0,2766.0,2725.5,2745.89990234375,479944,0.0,0.0
2025-08-14 00:00:00+05:30,2745.89990234375,2770.0,2731.10009765625,2764.89990234375,618912,0.0,0.0
2025-08-18 00:00:00+05:30,2795.0,2865.39990234375,2776.5,2845.89990234375,1279195,0.0,0.0
2025-08-19 00:00:00+05:30,2845.89990234375,2854.0,2803.199951171875,2828.300048828125,372899,0.0,0.0
2025-08-20 00:00:00+05:30,2828.300048828125,2883.60009765625,2807.39990234375,2864.89990234375,930944,0.0,0.0
2025-08-21 00:00:00+05:30,2880.0,2898.39990234375,2855.0,2881.199951171875,1138327,0.0,0.0
2025-08-22 00:00:00+05:30,2881.10009765625,2881.10009765625,2801.39990234375,2813.800048828125,671902,0.0,0.0
2025-08-25 00:00:00+05:30,2825.699951171875,2832.699951171875,2791.60009765625,2811.39990234375,591824,0.0,0.0
2025-08-26 00:00:00+05:30,2803.60009765625,2818.5,2780.39990234375,2796.199951171875,425619,0.0,0.0
2025-08-27 00:00:00+05:30,2796.199951171875,2796.199951171875,2796.199951171875,2796.199951171875,0,0.0,0.0
2025-08-28 00:00:00+05:30,2775.0,2806.0,2772.199951171875,2784.300048828125,528080,0.0,0.0
2025-08-29 00:00:00+05:30,2784.300048828125,2797.800048828125,2762.699951171875,2775.60009765625,542362,0.0,0.0
2025-09-01 00:00:00+05:30,2778.0,2816.800048828125,2773.39990234375,2803.89990234375,499161,0.0,0.0
2025-09-02 00:00:00+05:30,2815.0,2820.0,2773.699951171875,2779.800048828125,468533,0.0,0.0
2025-09-03 00:00:00+05:30,2789.0,2809.199951171875,2770.5,2781.39990234375,500510,0.0,0.0
2025-09-04 00:00:00+05:30,2801.0,2865.199951171875,2801.0,2809.800048828125,1177036,0.0,0.0
2025-09-05 00:00:00+05:30,2810.0,2837.5,2786.10009765625,2804.0,495200,0.0,0.0
2025-09-08 00:00:00+05:30,2795.10009765625,2823.89990234375,2795.10009765625,2804.10009765625,229922,0.0,0.0
2025-09-09 00:00:00+05:30,2804.10009765625,2823.699951171875,2786.5,2795.89990234375,388718,0.0,0.0
2025-09-10 00:00:00+05:30,2795.89990234375,2818.0,2775.60009765625,2785.800048828125,421783,0.0,0.0
2025-09-11 00:00:00+05:30,2782.39990234375,2806.39990234375,2771.0,2799.0,217951,0.0,0.0
2025-09-12 00:00:00+05:30,2799.0,2818.0,2789.10009765625,2802.0,168095,0.0,0.0
2025-09-15 00:00:00+05:30,2795.0,2819.800048828125,2785.0,2802.39990234375,291664,0.0,0.0
2025-09-16 00:00:00+05:30,2811.89990234375,2848.5,2804.0,2843.0,546549,0.0,0.0
2025-09-17 00:00:00+05:30,2855.0,2881.0,2850.0,2865.39990234375,785107,0.0,0.0
2025-09-18 00:00:00+05:30,2878.0,2883.0,2852.0,2878.800048828125,513800,0.0,0.0
2025-09-19 00:00:00+05:30,2876.10009765625,2891.300048828125,2848.300048828125,2877.89990234375,790137,0.0,0.0
2025-09-22 00:00:00+05:30,2860.0,2911.0,2848.800048828125,2854.10009765625,751168,0.0,0.0
2025-09-23 00:00:00+05:30,2858.89990234375,2873.800048828125,2808.10009765625,2813.5,702680,0.0,0.0
2025-09-24 00:00:00+05:30,2813.5,2838.699951171875,2797.89990234375,2807.39990234375,316532,0.0,0.0
2025-09-25 00:00:00+05:30,2810.0,2833.199951171875,2771.199951171875,2778.60009765625,723479,0.0,0.0
2025-09-26 00:00:00+05:30,2775.0,2810.0,2736.199951171875,2746.800048828125,523045,0.0,0.0
